hash,pvalue,oddsratio,count_in_samples,count_in_background,total_count,p_adj
935117112346199,1.0,1.0,1,1,1,1.0
934968837948439,1.0,1.0,1,1,1,1.0
934912799010834,1.0,1.0,1,1,1,1.0
934854292871508,1.0,1.0,1,1,1,1.0
934848766701817,1.0,1.0,1,1,1,1.0
934827982466329,1.0,1.0,1,1,1,1.0
934665084589519,1.0,1.0,1,1,1,1.0
934489509081934,1.0,1.0,1,1,1,1.0
936199556901887,1.0,1.0,1,1,1,1.0
934358265908588,1.0,1.0,1,1,1,1.0
936236756142715,1.0,1.0,1,1,1,1.0
936327566438253,1.0,1.0,1,1,1,1.0
937777954961420,1.0,1.0,1,1,1,1.0
937518492856043,1.0,1.0,1,1,1,1.0
937376350428249,1.0,1.0,1,1,1,1.0
937309877830945,1.0,1.0,1,1,1,1.0
937213764669037,1.0,1.0,1,1,1,1.0
937091044491133,1.0,1.0,1,1,1,1.0
937083962527285,1.0,1.0,1,1,1,1.0
937018589185133,1.0,1.0,1,1,1,1.0
937001110344237,1.0,1.0,1,1,1,1.0
936992991541101,1.0,1.0,1,1,1,1.0
936920613588211,1.0,1.0,1,1,1,1.0
936838772086018,1.0,1.0,1,1,1,1.0
936723189840066,1.0,1.0,1,1,1,1.0
936557203593490,1.0,1.0,1,1,1,1.0
936547143884554,1.0,1.0,1,1,1,1.0
936519090669582,1.0,1.0,1,1,1,1.0
936420064125381,1.0,1.0,1,1,1,1.0
936291681722692,1.0,1.0,1,1,1,1.0
938111466933126,1.0,1.0,1,1,1,1.0
934348689626267,1.0,1.0,1,1,1,1.0
934129728568723,1.0,1.0,1,1,1,1.0
932453993118741,1.0,1.0,1,1,1,1.0
932347442273241,1.0,1.0,1,1,1,1.0
932303796809326,1.0,1.0,1,1,1,1.0
932285841956889,1.0,1.0,1,1,1,1.0
932062246755918,1.0,1.0,1,1,1,1.0
931630041964788,1.0,1.0,1,1,1,1.0
931398671894198,1.0,1.0,1,1,1,1.0
931330442945692,1.0,1.0,1,1,1,1.0
931250483518315,1.0,1.0,1,1,1,1.0
931079743626072,1.0,1.0,1,1,1,1.0
931034483927352,1.0,1.0,1,1,1,1.0
930916413124027,1.0,1.0,1,1,1,1.0
930795570875647,1.0,1.0,1,1,1,1.0
930700071867971,1.0,1.0,1,1,1,1.0
930646850284596,1.0,1.0,1,1,1,1.0
930639094517852,1.0,1.0,1,1,1,1.0
930436283399183,1.0,1.0,1,1,1,1.0
932485721586741,1.0,1.0,1,1,1,1.0
934321757276966,1.0,1.0,1,1,1,1.0
932647832304752,1.0,1.0,1,1,1,1.0
932694704054302,1.0,1.0,1,1,1,1.0
933996940236078,1.0,1.0,1,1,1,1.0
933933905850771,1.0,1.0,1,1,1,1.0
933894815974401,1.0,1.0,1,1,1,1.0
933751016556122,1.0,1.0,1,1,1,1.0
933708845775458,1.0,1.0,1,1,1,1.0
933607863815889,1.0,1.0,1,1,1,1.0
933586258322785,1.0,1.0,1,1,1,1.0
933322964504583,1.0,1.0,1,1,1,1.0
933299310293883,1.0,1.0,1,1,1,1.0
933212095252792,1.0,1.0,1,1,1,1.0
933211476346993,1.0,1.0,1,1,1,1.0
933130273922968,1.0,1.0,1,1,1,1.0
933012798597690,1.0,1.0,1,1,1,1.0
932975936485300,1.0,1.0,1,1,1,1.0
932916343955332,1.0,1.0,1,1,1,1.0
932879950888772,1.0,1.0,1,1,1,1.0
932823239788798,1.0,1.0,1,1,1,1.0
932663672467810,1.0,1.0,1,1,1,1.0
985222218133464,1.0,1.0,1,1,1,1.0
954746693113105,1.0,1.0,1,1,1,1.0
954819272405018,1.0,1.0,1,1,1,1.0
976320981698728,1.0,1.0,1,1,1,1.0
976269626578338,1.0,1.0,1,1,1,1.0
976194605601739,1.0,1.0,1,1,1,1.0
976186590938117,1.0,1.0,1,1,1,1.0
976126912578011,1.0,1.0,1,1,1,1.0
976100040276084,1.0,1.0,1,1,1,1.0
976055423450438,1.0,1.0,1,1,1,1.0
976408215662251,1.0,1.0,1,1,1,1.0
976001098398304,1.0,1.0,1,1,1,1.0
975975082737591,1.0,1.0,1,1,1,1.0
975961854413373,1.0,1.0,1,1,1,1.0
975948094407794,1.0,1.0,1,1,1,1.0
975879803589585,1.0,1.0,1,1,1,1.0
975554334968756,1.0,1.0,1,1,1,1.0
975361764427296,1.0,1.0,1,1,1,1.0
975216291291339,1.0,1.0,1,1,1,1.0
975989832743930,1.0,1.0,1,1,1,1.0
976461957059718,1.0,1.0,1,1,1,1.0
976462430176847,1.0,1.0,1,1,1,1.0
976467152401192,1.0,1.0,1,1,1,1.0
977927247959554,1.0,1.0,1,1,1,1.0
977827708216453,1.0,1.0,1,1,1,1.0
977733849501092,1.0,1.0,1,1,1,1.0
977598366860545,1.0,1.0,1,1,1,1.0
977544570668464,1.0,1.0,1,1,1,1.0
977336203764205,1.0,1.0,1,1,1,1.0
977321234422141,1.0,1.0,1,1,1,1.0
977238679650567,1.0,1.0,1,1,1,1.0
977178085899253,1.0,1.0,1,1,1,1.0
977137894119628,1.0,1.0,1,1,1,1.0
976798487043221,1.0,1.0,1,1,1,1.0
976745011672544,1.0,1.0,1,1,1,1.0
976705380822350,1.0,1.0,1,1,1,1.0
976608781075057,1.0,1.0,1,1,1,1.0
976557036065311,1.0,1.0,1,1,1,1.0
976523397936645,1.0,1.0,1,1,1,1.0
976490353866882,1.0,1.0,1,1,1,1.0
975143749509656,1.0,1.0,1,1,1,1.0
975092037337043,1.0,1.0,1,1,1,1.0
975065299610276,1.0,1.0,1,1,1,1.0
974863843508581,1.0,1.0,1,1,1,1.0
972814044777651,1.0,1.0,1,1,1,1.0
972731977199615,1.0,1.0,1,1,1,1.0
972721314916386,1.0,1.0,1,1,1,1.0
972634462097552,1.0,1.0,1,1,1,1.0
972590468305027,1.0,1.0,1,1,1,1.0
972372751118922,1.0,1.0,1,1,1,1.0
972319352762705,1.0,1.0,1,1,1,1.0
972175016968373,1.0,1.0,1,1,1,1.0
972146852067370,1.0,1.0,1,1,1,1.0
971912675061296,1.0,1.0,1,1,1,1.0
971733686778084,1.0,1.0,1,1,1,1.0
971631852878733,1.0,1.0,1,1,1,1.0
971596771657875,1.0,1.0,1,1,1,1.0
971425964222005,1.0,1.0,1,1,1,1.0
971370316964529,1.0,1.0,1,1,1,1.0
971358647262174,1.0,1.0,1,1,1,1.0
971132543369655,1.0,1.0,1,1,1,1.0
972936191477667,1.0,1.0,1,1,1,1.0
977929817978668,1.0,1.0,1,1,1,1.0
973031126888819,1.0,1.0,1,1,1,1.0
973176616756011,1.0,1.0,1,1,1,1.0
974783609222538,1.0,1.0,1,1,1,1.0
974771676475465,1.0,1.0,1,1,1,1.0
974759921900829,1.0,1.0,1,1,1,1.0
974680917035485,1.0,1.0,1,1,1,1.0
974660041564733,1.0,1.0,1,1,1,1.0
974616252008401,1.0,1.0,1,1,1,1.0
974587488838918,1.0,1.0,1,1,1,1.0
974299281028189,1.0,1.0,1,1,1,1.0
974039048726835,1.0,1.0,1,1,1,1.0
973918922963617,1.0,1.0,1,1,1,1.0
973817353025676,1.0,1.0,1,1,1,1.0
973635529917218,1.0,1.0,1,1,1,1.0
973553418045322,1.0,1.0,1,1,1,1.0
973485620607831,1.0,1.0,1,1,1,1.0
973348109943825,1.0,1.0,1,1,1,1.0
973273500002567,1.0,1.0,1,1,1,1.0
973201688523947,1.0,1.0,1,1,1,1.0
973127105558329,1.0,1.0,1,1,1,1.0
978118446235538,1.0,1.0,1,1,1,1.0
978168635279131,1.0,1.0,1,1,1,1.0
978169830446684,1.0,1.0,1,1,1,1.0
982938249323692,1.0,1.0,1,1,1,1.0
982917619643590,1.0,1.0,1,1,1,1.0
982888768627600,1.0,1.0,1,1,1,1.0
982876628104611,1.0,1.0,1,1,1,1.0
982824262202678,1.0,1.0,1,1,1,1.0
982785247628284,1.0,1.0,1,1,1,1.0
982594477939805,1.0,1.0,1,1,1,1.0
982515872550138,1.0,1.0,1,1,1,1.0
982483812690275,1.0,1.0,1,1,1,1.0
982446813800112,1.0,1.0,1,1,1,1.0
982443681717608,1.0,1.0,1,1,1,1.0
982284987698412,1.0,1.0,1,1,1,1.0
982279076202938,1.0,1.0,1,1,1,1.0
982272337908869,1.0,1.0,1,1,1,1.0
982007485934939,1.0,1.0,1,1,1,1.0
981904470313664,1.0,1.0,1,1,1,1.0
981890257262673,1.0,1.0,1,1,1,1.0
982985692331924,1.0,1.0,1,1,1,1.0
981821111859105,1.0,1.0,1,1,1,1.0
982997291699140,1.0,1.0,1,1,1,1.0
983266606752817,1.0,1.0,1,1,1,1.0
985186892526511,1.0,1.0,1,1,1,1.0
985080824061840,1.0,1.0,1,1,1,1.0
984933285196081,1.0,1.0,1,1,1,1.0
984763101653289,1.0,1.0,1,1,1,1.0
984727076347316,1.0,1.0,1,1,1,1.0
984527540306432,1.0,1.0,1,1,1,1.0
984526824935654,1.0,1.0,1,1,1,1.0
984398587933262,1.0,1.0,1,1,1,1.0
984387566331027,1.0,1.0,1,1,1,1.0
984334191390509,1.0,1.0,1,1,1,1.0
984228982244537,1.0,1.0,1,1,1,1.0
984202446154440,1.0,1.0,1,1,1,1.0
983617063214321,1.0,1.0,1,1,1,1.0
983443214515756,1.0,1.0,1,1,1,1.0
983434682979721,1.0,1.0,1,1,1,1.0
983403499887855,1.0,1.0,1,1,1,1.0
983281137244388,1.0,1.0,1,1,1,1.0
983136874941596,1.0,1.0,1,1,1,1.0
971125216363701,1.0,1.0,1,1,1,1.0
981816490169174,1.0,1.0,1,1,1,1.0
981421028998363,1.0,1.0,1,1,1,1.0
979337342013172,1.0,1.0,1,1,1,1.0
979333049993354,1.0,1.0,1,1,1,1.0
979296210849355,1.0,1.0,1,1,1,1.0
979161483947411,1.0,1.0,1,1,1,1.0
979112037009402,1.0,1.0,1,1,1,1.0
979099256715179,1.0,1.0,1,1,1,1.0
979099172256534,1.0,1.0,1,1,1,1.0
979044442235930,1.0,1.0,1,1,1,1.0
979009794373807,1.0,1.0,1,1,1,1.0
978906440667408,1.0,1.0,1,1,1,1.0
978893943795791,1.0,1.0,1,1,1,1.0
978862114945186,1.0,1.0,1,1,1,1.0
978855166583817,1.0,1.0,1,1,1,1.0
978817376790101,1.0,1.0,1,1,1,1.0
978701986862767,1.0,1.0,1,1,1,1.0
978390981516763,1.0,1.0,1,1,1,1.0
978384288802846,1.0,1.0,1,1,1,1.0
979370861363780,1.0,1.0,1,1,1,1.0
981590055954622,1.0,1.0,1,1,1,1.0
979441753689769,1.0,1.0,1,1,1,1.0
979620233034792,1.0,1.0,1,1,1,1.0
981403745779932,1.0,1.0,1,1,1,1.0
981390903575313,1.0,1.0,1,1,1,1.0
981347692035060,1.0,1.0,1,1,1,1.0
980757311654838,1.0,1.0,1,1,1,1.0
980616791561692,1.0,1.0,1,1,1,1.0
980481267221846,1.0,1.0,1,1,1,1.0
980473265178000,1.0,1.0,1,1,1,1.0
980252836546279,1.0,1.0,1,1,1,1.0
980250401374386,1.0,1.0,1,1,1,1.0
980185690716858,1.0,1.0,1,1,1,1.0
980101936016768,1.0,1.0,1,1,1,1.0
980048586319738,1.0,1.0,1,1,1,1.0
979988819910176,1.0,1.0,1,1,1,1.0
979953478407868,1.0,1.0,1,1,1,1.0
979840990114402,1.0,1.0,1,1,1,1.0
979755038000193,1.0,1.0,1,1,1,1.0
979663361099945,1.0,1.0,1,1,1,1.0
979581329254746,1.0,1.0,1,1,1,1.0
954800600291013,1.0,1.0,1,1,1,1.0
971093626247155,1.0,1.0,1,1,1,1.0
970801150427509,1.0,1.0,1,1,1,1.0
960309991687271,1.0,1.0,1,1,1,1.0
960301360734089,1.0,1.0,1,1,1,1.0
960269855832935,1.0,1.0,1,1,1,1.0
960023065852463,1.0,1.0,1,1,1,1.0
959953326488899,1.0,1.0,1,1,1,1.0
959786195734157,1.0,1.0,1,1,1,1.0
959759704485595,1.0,1.0,1,1,1,1.0
960328170834400,1.0,1.0,1,1,1,1.0
959739449256357,1.0,1.0,1,1,1,1.0
959667267909055,1.0,1.0,1,1,1,1.0
959649476601476,1.0,1.0,1,1,1,1.0
959256352388104,1.0,1.0,1,1,1,1.0
959083655824860,1.0,1.0,1,1,1,1.0
958947117448622,1.0,1.0,1,1,1,1.0
958823830258437,1.0,1.0,1,1,1,1.0
958822397757565,1.0,1.0,1,1,1,1.0
959694056402489,1.0,1.0,1,1,1,1.0
960550475846872,1.0,1.0,1,1,1,1.0
960761649623200,1.0,1.0,1,1,1,1.0
960885193131177,1.0,1.0,1,1,1,1.0
963176437593769,1.0,1.0,1,1,1,1.0
962893660511625,1.0,1.0,1,1,1,1.0
962835057565666,1.0,1.0,1,1,1,1.0
962823162591399,1.0,1.0,1,1,1,1.0
962544795220611,1.0,1.0,1,1,1,1.0
962222665730255,1.0,1.0,1,1,1,1.0
962091619382994,1.0,1.0,1,1,1,1.0
962089748807049,1.0,1.0,1,1,1,1.0
962050298703777,1.0,1.0,1,1,1,1.0
961850895691381,1.0,1.0,1,1,1,1.0
961693883971639,1.0,1.0,1,1,1,1.0
961603263647771,1.0,1.0,1,1,1,1.0
961577294080929,1.0,1.0,1,1,1,1.0
961573644576791,1.0,1.0,1,1,1,1.0
961360499998136,1.0,1.0,1,1,1,1.0
961293657235762,1.0,1.0,1,1,1,1.0
961178050119568,1.0,1.0,1,1,1,1.0
958798409805494,1.0,1.0,1,1,1,1.0
958684101797184,1.0,1.0,1,1,1,1.0
958651240560298,1.0,1.0,1,1,1,1.0
958636226401390,1.0,1.0,1,1,1,1.0
956354814441511,1.0,1.0,1,1,1,1.0
956262121857370,1.0,1.0,1,1,1,1.0
956139576427044,1.0,1.0,1,1,1,1.0
955964254069051,1.0,1.0,1,1,1,1.0
955947027917959,1.0,1.0,1,1,1,1.0
955925657499176,1.0,1.0,1,1,1,1.0
955904373105537,1.0,1.0,1,1,1,1.0
955875351506294,1.0,1.0,1,1,1,1.0
955858811430584,1.0,1.0,1,1,1,1.0
955849395545601,1.0,1.0,1,1,1,1.0
955634607790261,1.0,1.0,1,1,1,1.0
955530363414542,1.0,1.0,1,1,1,1.0
955406391056010,1.0,1.0,1,1,1,1.0
955252477322897,1.0,1.0,1,1,1,1.0
955228304405759,1.0,1.0,1,1,1,1.0
955203250488182,1.0,1.0,1,1,1,1.0
955098284740767,1.0,1.0,1,1,1,1.0
956400186918268,1.0,1.0,1,1,1,1.0
963246021591270,1.0,1.0,1,1,1,1.0
956479958294680,1.0,1.0,1,1,1,1.0
956684664777002,1.0,1.0,1,1,1,1.0
958405984980301,1.0,1.0,1,1,1,1.0
958327880313159,1.0,1.0,1,1,1,1.0
958186325666376,1.0,1.0,1,1,1,1.0
958162011115400,1.0,1.0,1,1,1,1.0
958023384735901,1.0,1.0,1,1,1,1.0
957929223729588,1.0,1.0,1,1,1,1.0
957736354538849,1.0,1.0,1,1,1,1.0
957574848039166,1.0,1.0,1,1,1,1.0
957563331387289,1.0,1.0,1,1,1,1.0
957211188470325,1.0,1.0,1,1,1,1.0
957187678882844,1.0,1.0,1,1,1,1.0
957128420744677,1.0,1.0,1,1,1,1.0
957127687121774,1.0,1.0,1,1,1,1.0
957087404223644,1.0,1.0,1,1,1,1.0
956820310164898,1.0,1.0,1,1,1,1.0
956764457763599,1.0,1.0,1,1,1,1.0
956701020508882,1.0,1.0,1,1,1,1.0
956550837691533,1.0,1.0,1,1,1,1.0
963255764182183,1.0,1.0,1,1,1,1.0
963299636629199,1.0,1.0,1,1,1,1.0
963380306520904,1.0,1.0,1,1,1,1.0
968345687558182,1.0,1.0,1,1,1,1.0
968302917184580,1.0,1.0,1,1,1,1.0
968167986612607,1.0,1.0,1,1,1,1.0
968105442672237,1.0,1.0,1,1,1,1.0
968100138446697,1.0,1.0,1,1,1,1.0
968067264807874,1.0,1.0,1,1,1,1.0
967591509945593,1.0,1.0,1,1,1,1.0
967555143754850,1.0,1.0,1,1,1,1.0
967281628804744,1.0,1.0,1,1,1,1.0
967204070679908,1.0,1.0,1,1,1,1.0
967112580304401,1.0,1.0,1,1,1,1.0
967053727964552,1.0,1.0,1,1,1,1.0
967044705542150,1.0,1.0,1,1,1,1.0
967021752091802,1.0,1.0,1,1,1,1.0
966910677878898,1.0,1.0,1,1,1,1.0
966848325338757,1.0,1.0,1,1,1,1.0
966630220602745,1.0,1.0,1,1,1,1.0
968451760353051,1.0,1.0,1,1,1,1.0
966610418711371,1.0,1.0,1,1,1,1.0
968593466252098,1.0,1.0,1,1,1,1.0
968712122685433,1.0,1.0,1,1,1,1.0
970637344220519,1.0,1.0,1,1,1,1.0
970439367812896,1.0,1.0,1,1,1,1.0
970317281124727,1.0,1.0,1,1,1,1.0
970157460187503,1.0,1.0,1,1,1,1.0
970019487289503,1.0,1.0,1,1,1,1.0
969721101888418,1.0,1.0,1,1,1,1.0
969714763455838,1.0,1.0,1,1,1,1.0
969593783997992,1.0,1.0,1,1,1,1.0
969580160219893,1.0,1.0,1,1,1,1.0
969539454554432,1.0,1.0,1,1,1,1.0
969437118278856,1.0,1.0,1,1,1,1.0
969390761890355,1.0,1.0,1,1,1,1.0
969161425572597,1.0,1.0,1,1,1,1.0
969107369031296,1.0,1.0,1,1,1,1.0
969082602031165,1.0,1.0,1,1,1,1.0
969064389125114,1.0,1.0,1,1,1,1.0
968964743477359,1.0,1.0,1,1,1,1.0
968703141657469,1.0,1.0,1,1,1,1.0
970931347717241,1.0,1.0,1,1,1,1.0
966559837773664,1.0,1.0,1,1,1,1.0
966468724370777,1.0,1.0,1,1,1,1.0
964234802695962,1.0,1.0,1,1,1,1.0
964182136401684,1.0,1.0,1,1,1,1.0
964126337754612,1.0,1.0,1,1,1,1.0
964114597929252,1.0,1.0,1,1,1,1.0
964102961361403,1.0,1.0,1,1,1,1.0
964054708136799,1.0,1.0,1,1,1,1.0
964034980369927,1.0,1.0,1,1,1,1.0
963970555901024,1.0,1.0,1,1,1,1.0
963961426138021,1.0,1.0,1,1,1,1.0
963872775330380,1.0,1.0,1,1,1,1.0
963860013473822,1.0,1.0,1,1,1,1.0
963807204377656,1.0,1.0,1,1,1,1.0
963794976033688,1.0,1.0,1,1,1,1.0
963726652983664,1.0,1.0,1,1,1,1.0
963573002771634,1.0,1.0,1,1,1,1.0
963569976497282,1.0,1.0,1,1,1,1.0
963559937044450,1.0,1.0,1,1,1,1.0
964338845136214,1.0,1.0,1,1,1,1.0
966503754006229,1.0,1.0,1,1,1,1.0
964445338847240,1.0,1.0,1,1,1,1.0
964606566719979,1.0,1.0,1,1,1,1.0
966466132533061,1.0,1.0,1,1,1,1.0
966461319301944,1.0,1.0,1,1,1,1.0
966384357885758,1.0,1.0,1,1,1,1.0
966326871742289,1.0,1.0,1,1,1,1.0
966320245121806,1.0,1.0,1,1,1,1.0
966227938400574,1.0,1.0,1,1,1,1.0
966208677396458,1.0,1.0,1,1,1,1.0
966154471096786,1.0,1.0,1,1,1,1.0
965847676505928,1.0,1.0,1,1,1,1.0
965783267937126,1.0,1.0,1,1,1,1.0
965596868782840,1.0,1.0,1,1,1,1.0
965589311886638,1.0,1.0,1,1,1,1.0
965571699760415,1.0,1.0,1,1,1,1.0
965553884823819,1.0,1.0,1,1,1,1.0
965533551671746,1.0,1.0,1,1,1,1.0
964905815965081,1.0,1.0,1,1,1,1.0
964850686881893,1.0,1.0,1,1,1,1.0
964451190923972,1.0,1.0,1,1,1,1.0
1318902547557989,1.0,1.0,1,1,1,1.0
1318943814540810,1.0,1.0,1,1,1,1.0
1318948060844949,1.0,1.0,1,1,1,1.0
1670847539129939,1.0,1.0,1,1,1,1.0
1670614098806696,1.0,1.0,1,1,1,1.0
1670562518702808,1.0,1.0,1,1,1,1.0
1670536502365871,1.0,1.0,1,1,1,1.0
1670386614118313,1.0,1.0,1,1,1,1.0
1670338145120621,1.0,1.0,1,1,1,1.0
1670338115697363,1.0,1.0,1,1,1,1.0
1670867462909643,1.0,1.0,1,1,1,1.0
1670333293261864,1.0,1.0,1,1,1,1.0
1670121524011007,1.0,1.0,1,1,1,1.0
1669910009684779,1.0,1.0,1,1,1,1.0
1669857406083333,1.0,1.0,1,1,1,1.0
1669714799150633,1.0,1.0,1,1,1,1.0
1669449569559077,1.0,1.0,1,1,1,1.0
1669365929220394,1.0,1.0,1,1,1,1.0
1669128237932660,1.0,1.0,1,1,1,1.0
1670251566993808,1.0,1.0,1,1,1,1.0
1670960665061248,1.0,1.0,1,1,1,1.0
1671318795211365,1.0,1.0,1,1,1,1.0
1671421974600490,1.0,1.0,1,1,1,1.0
1673078728353629,1.0,1.0,1,1,1,1.0
1672817002826161,1.0,1.0,1,1,1,1.0
1672804528960353,1.0,1.0,1,1,1,1.0
1672362390586009,1.0,1.0,1,1,1,1.0
1672337477412549,1.0,1.0,1,1,1,1.0
1672181908729376,1.0,1.0,1,1,1,1.0
1672139586552667,1.0,1.0,1,1,1,1.0
1672133741598797,1.0,1.0,1,1,1,1.0
1672108269448039,1.0,1.0,1,1,1,1.0
1672079281745107,1.0,1.0,1,1,1,1.0
1672035094728503,1.0,1.0,1,1,1,1.0
1671891541775307,1.0,1.0,1,1,1,1.0
1671866731334168,1.0,1.0,1,1,1,1.0
1671829503497494,1.0,1.0,1,1,1,1.0
1671681263571153,1.0,1.0,1,1,1,1.0
1671610972644672,1.0,1.0,1,1,1,1.0
1671436379848794,1.0,1.0,1,1,1,1.0
1669057933285797,1.0,1.0,1,1,1,1.0
1669015765310037,1.0,1.0,1,1,1,1.0
1668995648245852,1.0,1.0,1,1,1,1.0
1668760588818741,1.0,1.0,1,1,1,1.0
1666558716785303,1.0,1.0,1,1,1,1.0
1666553107758227,1.0,1.0,1,1,1,1.0
1666462140502326,1.0,1.0,1,1,1,1.0
1666445699385775,1.0,1.0,1,1,1,1.0
1666266018818072,1.0,1.0,1,1,1,1.0
1666152569427195,1.0,1.0,1,1,1,1.0
1666130501474253,1.0,1.0,1,1,1,1.0
1666088538274383,1.0,1.0,1,1,1,1.0
1666015103745007,1.0,1.0,1,1,1,1.0
1665974249511169,1.0,1.0,1,1,1,1.0
1665867988647067,1.0,1.0,1,1,1,1.0
1665861189632221,1.0,1.0,1,1,1,1.0
1665838865303970,1.0,1.0,1,1,1,1.0
1665695221375747,1.0,1.0,1,1,1,1.0
1665498814380524,1.0,1.0,1,1,1,1.0
1665372198459316,1.0,1.0,1,1,1,1.0
1665344662176720,1.0,1.0,1,1,1,1.0
1666646480480946,1.0,1.0,1,1,1,1.0
1673100661399519,1.0,1.0,1,1,1,1.0
1666719387632761,1.0,1.0,1,1,1,1.0
1666805917751992,1.0,1.0,1,1,1,1.0
1668733245480392,1.0,1.0,1,1,1,1.0
1668685247200983,1.0,1.0,1,1,1,1.0
1668655208084868,1.0,1.0,1,1,1,1.0
1668522634181938,1.0,1.0,1,1,1,1.0
1668489841186695,1.0,1.0,1,1,1,1.0
1668411501159515,1.0,1.0,1,1,1,1.0
1668308209772496,1.0,1.0,1,1,1,1.0
1668079938623194,1.0,1.0,1,1,1,1.0
1667934078812444,1.0,1.0,1,1,1,1.0
1667894998633865,1.0,1.0,1,1,1,1.0
1667855056887321,1.0,1.0,1,1,1,1.0
1667774307335144,1.0,1.0,1,1,1,1.0
1667768824162393,1.0,1.0,1,1,1,1.0
1667159212888200,1.0,1.0,1,1,1,1.0
1667081835501099,1.0,1.0,1,1,1,1.0
1666927873855842,1.0,1.0,1,1,1,1.0
1666813367191205,1.0,1.0,1,1,1,1.0
1666799697810227,1.0,1.0,1,1,1,1.0
1673256388917598,1.0,1.0,1,1,1,1.0
1673294378981231,1.0,1.0,1,1,1,1.0
1673295927364130,1.0,1.0,1,1,1,1.0
1679098247406582,1.0,1.0,1,1,1,1.0
1679083311588885,1.0,1.0,1,1,1,1.0
1678868206998113,1.0,1.0,1,1,1,1.0
1678849236729953,1.0,1.0,1,1,1,1.0
1678776904982459,1.0,1.0,1,1,1,1.0
1678629632894650,1.0,1.0,1,1,1,1.0
1678563073542188,1.0,1.0,1,1,1,1.0
1678428909720453,1.0,1.0,1,1,1,1.0
1678287520116025,1.0,1.0,1,1,1,1.0
1678150146353614,1.0,1.0,1,1,1,1.0
1678145920268175,1.0,1.0,1,1,1,1.0
1678094532259157,1.0,1.0,1,1,1,1.0
1677828575432060,1.0,1.0,1,1,1,1.0
1677688531854410,1.0,1.0,1,1,1,1.0
1677660734877464,1.0,1.0,1,1,1,1.0
1677614470105784,1.0,1.0,1,1,1,1.0
1677415382402919,1.0,1.0,1,1,1,1.0
1679140107143246,1.0,1.0,1,1,1,1.0
1677153148819332,1.0,1.0,1,1,1,1.0
1679173367765472,1.0,1.0,1,1,1,1.0
1679566677732648,1.0,1.0,1,1,1,1.0
1680969484156717,1.0,1.0,1,1,1,1.0
1680898170065068,1.0,1.0,1,1,1,1.0
1680849991418264,1.0,1.0,1,1,1,1.0
1680763310377785,1.0,1.0,1,1,1,1.0
1680738552295314,1.0,1.0,1,1,1,1.0
1680463173560272,1.0,1.0,1,1,1,1.0
1680396798767064,1.0,1.0,1,1,1,1.0
1680393330101764,1.0,1.0,1,1,1,1.0
1680180429889840,1.0,1.0,1,1,1,1.0
1680159181286046,1.0,1.0,1,1,1,1.0
1680068495382900,1.0,1.0,1,1,1,1.0
1680038423339957,1.0,1.0,1,1,1,1.0
1680005790129424,1.0,1.0,1,1,1,1.0
1680001377062413,1.0,1.0,1,1,1,1.0
1679820478875164,1.0,1.0,1,1,1,1.0
1679738038195181,1.0,1.0,1,1,1,1.0
1679712583952958,1.0,1.0,1,1,1,1.0
1679398208545645,1.0,1.0,1,1,1,1.0
1665187511481248,1.0,1.0,1,1,1,1.0
1677054359754251,1.0,1.0,1,1,1,1.0
1676800475488787,1.0,1.0,1,1,1,1.0
1674937461990076,1.0,1.0,1,1,1,1.0
1674759221596074,1.0,1.0,1,1,1,1.0
1674644323874163,1.0,1.0,1,1,1,1.0
1674513743644604,1.0,1.0,1,1,1,1.0
1674481140950400,1.0,1.0,1,1,1,1.0
1674472232705515,1.0,1.0,1,1,1,1.0
1674460876503912,1.0,1.0,1,1,1,1.0
1674291621009058,1.0,1.0,1,1,1,1.0
1674240053166366,1.0,1.0,1,1,1,1.0
1674183176343052,1.0,1.0,1,1,1,1.0
1674055651834022,1.0,1.0,1,1,1,1.0
1673943328561141,1.0,1.0,1,1,1,1.0
1673899334004568,1.0,1.0,1,1,1,1.0
1673870653224102,1.0,1.0,1,1,1,1.0
1673829553283241,1.0,1.0,1,1,1,1.0
1673710512691484,1.0,1.0,1,1,1,1.0
1673648272464519,1.0,1.0,1,1,1,1.0
1674976939828770,1.0,1.0,1,1,1,1.0
1677001930020547,1.0,1.0,1,1,1,1.0
1674986892926812,1.0,1.0,1,1,1,1.0
1675079338505677,1.0,1.0,1,1,1,1.0
1676694983542748,1.0,1.0,1,1,1,1.0
1676522581813644,1.0,1.0,1,1,1,1.0
1676479218975902,1.0,1.0,1,1,1,1.0
1676230222455851,1.0,1.0,1,1,1,1.0
1676166406606372,1.0,1.0,1,1,1,1.0
1676122899952246,1.0,1.0,1,1,1,1.0
1676106078269234,1.0,1.0,1,1,1,1.0
1676056423303138,1.0,1.0,1,1,1,1.0
1675985772449821,1.0,1.0,1,1,1,1.0
1675557004905554,1.0,1.0,1,1,1,1.0
1675550460869680,1.0,1.0,1,1,1,1.0
1675520246619306,1.0,1.0,1,1,1,1.0
1675468150310036,1.0,1.0,1,1,1,1.0
1675309175634674,1.0,1.0,1,1,1,1.0
1675222642871898,1.0,1.0,1,1,1,1.0
1675196044587452,1.0,1.0,1,1,1,1.0
1675192770089155,1.0,1.0,1,1,1,1.0
1675025032559591,1.0,1.0,1,1,1,1.0
1680976853902499,1.0,1.0,1,1,1,1.0
